bgld.png;Burgenland;Eisenstadt;Hans Niessl SPÖ;SPÖ 14,FPÖ 6;ÖVP 11,Die Grünen 2,Liste Burgenland 2,Unabhängig 1;291023;3962;
kaernten.png;Kärnten;Klagenfurt am Wörthersee;Peter Kaiser SPÖ;SPÖ 14,ÖVP 5,FPÖ 6,Die Grünen 5,Team Stronach 3;BZÖ 2,Unabhängig 1;560300;9538;
noe.png;Niederösterreich;St. Pölten;Erwin Pröll ÖVP;ÖVP 30,SPÖ 13,Team Stronach 4;FPÖ 4,Die Grünen 4,Unabhängig 1;1653419;19186;
ooe.png;Oberösterreich;Linz;Josef Pühringer ÖVP;ÖVP 21,SPÖ 11,FPÖ 18,Die Grünen 6; ;1453733;11980;
sbg.png;Salzburg;Salzburg;Wilfried Haslauer ÖVP;ÖVP 11,Die Grünen 7;SPÖ 9,FPÖ 1,Team Stronach 1,Freie Partei Salzburg 5,Unabhängig 2;545742;7156;
steiermark.png;Steiermark;Graz;Hermann Schützenhöfer SPÖ;SPÖ 15,ÖVP 14;FPÖ 14,Die Grünen 3,KPÖ 2;1231865;16401;
tirol.png;Tirol;Innsbruck;Günther Platter ÖVP;ÖVP 16,Die Grünen 5;SPÖ 5,FPÖ 4,impuls-tirol 3,FRITZ 2,Unabhängig 1;739002;12640;
vorarlbg.png;Vorarlberg;Bregenz;Markus Wallner ÖVP;ÖVP 16,Die Grünen 6;SPÖ 3,FPÖ 9,NEOS 2;384073;2601;
wien.png;Wien;Wien;Michael Häupl SPÖ;SPÖ 44,Die Grünen 10;FPÖ 34,ÖVP 7,NEOS 5;1840573;415;
